itemname,itemid,charname,charid,locked_sources
Kara. Pantaloni +1,27272,Herdofturtles,22,Reforge[gate not met]
Kara. Pantaloni +1,27272,Lantyisstuck,26,Reforge[gate not met]
Kara. Pantaloni +1,27272,Midnightarsal,32,Reforge[gate not met]
Kara. Pantaloni +1,27272,Molly,5,Reforge[gate not met]
Kara. Pantaloni +1,27272,Nut,16,Reforge[gate not met]
Kara. Pantaloni +1,27272,Oopsiepoopsie,27,Reforge[gate not met]
Kara. Pantaloni +1,27272,Rirint,4,Reforge[gate not met]
Kara. Pantaloni +1,27272,Ririntwo,9,Reforge[gate not met]
Kara. Pantaloni +1,27272,Spaz,17,Reforge[gate not met]
Kara. Pantaloni +1,27272,Testa,7,Reforge[gate not met]
Kara. Pantaloni +2,23303,Bent,29,Reforge[gate not met]
Kara. Pantaloni +2,23303,Corvinos,14,Reforge[gate not met]
Kara. Pantaloni +2,23303,Eir,6,Reforge[gate not met]
Kara. Pantaloni +2,23303,Enko,15,Reforge[gate not met]
Kara. Pantaloni +2,23303,Garvtest,21,Reforge[gate not met]
Kara. Pantaloni +2,23303,Herdofturtles,22,Reforge[gate not met]
Kara. Pantaloni +2,23303,Lantyisstuck,26,Reforge[gate not met]
Kara. Pantaloni +2,23303,Midnightarsal,32,Reforge[gate not met]
Kara. Pantaloni +2,23303,Molly,5,Reforge[gate not met]
Kara. Pantaloni +2,23303,Nut,16,Reforge[gate not met]
Kara. Pantaloni +2,23303,Oopsiepoopsie,27,Reforge[gate not met]
Kara. Pantaloni +2,23303,Rirint,4,Reforge[gate not met]
Kara. Pantaloni +2,23303,Ririntwo,9,Reforge[gate not met]
Kara. Pantaloni +2,23303,Spaz,17,Reforge[gate not met]
Kara. Pantaloni +2,23303,Testa,7,Reforge[gate not met]
Karagoz Cappello,26774,Bent,29,Reforge[gate not met]
Karagoz Cappello,26774,Corvinos,14,Reforge[gate not met]
Karagoz Cappello,26774,Eir,6,Reforge[gate not met]
Karagoz Cappello,26774,Enko,15,Reforge[gate not met]
Karagoz Cappello,26774,Garvtest,21,Reforge[gate not met]
Karagoz Cappello,26774,Herdofturtles,22,Reforge[gate not met]
Karagoz Cappello,26774,Lantyisstuck,26,Reforge[gate not met]
Karagoz Cappello,26774,Midnightarsal,32,Reforge[gate not met]
Karagoz Cappello,26774,Molly,5,Reforge[gate not met]
Karagoz Cappello,26774,Nut,16,Reforge[gate not met]
Karagoz Cappello,26774,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Cappello,26774,Rirint,4,Reforge[gate not met]
Karagoz Cappello,26774,Ririntwo,9,Reforge[gate not met]
Karagoz Cappello,26774,Spaz,17,Reforge[gate not met]
Karagoz Cappello,26774,Testa,7,Reforge[gate not met]
Karagoz Cappello +1,26775,Bent,29,Reforge[gate not met]
Karagoz Cappello +1,26775,Corvinos,14,Reforge[gate not met]
Karagoz Cappello +1,26775,Eir,6,Reforge[gate not met]
Karagoz Cappello +1,26775,Enko,15,Reforge[gate not met]
Karagoz Cappello +1,26775,Garvtest,21,Reforge[gate not met]
Karagoz Cappello +1,26775,Herdofturtles,22,Reforge[gate not met]
Karagoz Cappello +1,26775,Lantyisstuck,26,Reforge[gate not met]
Karagoz Cappello +1,26775,Midnightarsal,32,Reforge[gate not met]
Karagoz Cappello +1,26775,Molly,5,Reforge[gate not met]
Karagoz Cappello +1,26775,Nut,16,Reforge[gate not met]
Karagoz Cappello +1,26775,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Cappello +1,26775,Rirint,4,Reforge[gate not met]
Karagoz Cappello +1,26775,Ririntwo,9,Reforge[gate not met]
Karagoz Cappello +1,26775,Spaz,17,Reforge[gate not met]
Karagoz Cappello +1,26775,Testa,7,Reforge[gate not met]
Karagoz Cappello +2,23102,Bent,29,Reforge[gate not met]
Karagoz Cappello +2,23102,Corvinos,14,Reforge[gate not met]
Karagoz Cappello +2,23102,Eir,6,Reforge[gate not met]
Karagoz Cappello +2,23102,Enko,15,Reforge[gate not met]
Karagoz Cappello +2,23102,Garvtest,21,Reforge[gate not met]
Karagoz Cappello +2,23102,Herdofturtles,22,Reforge[gate not met]
Karagoz Cappello +2,23102,Lantyisstuck,26,Reforge[gate not met]
Karagoz Cappello +2,23102,Midnightarsal,32,Reforge[gate not met]
Karagoz Cappello +2,23102,Molly,5,Reforge[gate not met]
Karagoz Cappello +2,23102,Nut,16,Reforge[gate not met]
Karagoz Cappello +2,23102,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Cappello +2,23102,Rirint,4,Reforge[gate not met]
Karagoz Cappello +2,23102,Ririntwo,9,Reforge[gate not met]
Karagoz Cappello +2,23102,Spaz,17,Reforge[gate not met]
Karagoz Cappello +2,23102,Testa,7,Reforge[gate not met]
Karagoz Cappello +3,23437,Bent,29,Reforge[gate not met]
Karagoz Cappello +3,23437,Corvinos,14,Reforge[gate not met]
Karagoz Cappello +3,23437,Eir,6,Reforge[gate not met]
Karagoz Cappello +3,23437,Enko,15,Reforge[gate not met]
Karagoz Cappello +3,23437,Garvtest,21,Reforge[gate not met]
Karagoz Cappello +3,23437,Herdofturtles,22,Reforge[gate not met]
Karagoz Cappello +3,23437,Lantyisstuck,26,Reforge[gate not met]
Karagoz Cappello +3,23437,Midnightarsal,32,Reforge[gate not met]
Karagoz Cappello +3,23437,Molly,5,Reforge[gate not met]
Karagoz Cappello +3,23437,Nut,16,Reforge[gate not met]
Karagoz Cappello +3,23437,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Cappello +3,23437,Rirint,4,Reforge[gate not met]
Karagoz Cappello +3,23437,Ririntwo,9,Reforge[gate not met]
Karagoz Cappello +3,23437,Spaz,17,Reforge[gate not met]
Karagoz Cappello +3,23437,Testa,7,Reforge[gate not met]
Karagoz Earring,25522,Oopsiepoopsie,27,Voidwatch[gate not met]
Karagoz Farsetto,26932,Bent,29,Reforge[gate not met]
Karagoz Farsetto,26932,Corvinos,14,Reforge[gate not met]
Karagoz Farsetto,26932,Eir,6,Reforge[gate not met]
Karagoz Farsetto,26932,Enko,15,Reforge[gate not met]
Karagoz Farsetto,26932,Garvtest,21,Reforge[gate not met]
Karagoz Farsetto,26932,Herdofturtles,22,Reforge[gate not met]
Karagoz Farsetto,26932,Lantyisstuck,26,Reforge[gate not met]
Karagoz Farsetto,26932,Midnightarsal,32,Reforge[gate not met]
Karagoz Farsetto,26932,Molly,5,Reforge[gate not met]
Karagoz Farsetto,26932,Nut,16,Reforge[gate not met]
Karagoz Farsetto,26932,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Farsetto,26932,Rirint,4,Reforge[gate not met]
Karagoz Farsetto,26932,Ririntwo,9,Reforge[gate not met]
Karagoz Farsetto,26932,Spaz,17,Reforge[gate not met]
Karagoz Farsetto,26932,Testa,7,Reforge[gate not met]
Karagoz Farsetto +2,23169,Bent,29,Reforge[gate not met]
Karagoz Farsetto +2,23169,Corvinos,14,Reforge[gate not met]
Karagoz Farsetto +2,23169,Eir,6,Reforge[gate not met]
Karagoz Farsetto +2,23169,Enko,15,Reforge[gate not met]
Karagoz Farsetto +2,23169,Garvtest,21,Reforge[gate not met]
Karagoz Farsetto +2,23169,Herdofturtles,22,Reforge[gate not met]
Karagoz Farsetto +2,23169,Lantyisstuck,26,Reforge[gate not met]
Karagoz Farsetto +2,23169,Midnightarsal,32,Reforge[gate not met]
Karagoz Farsetto +2,23169,Molly,5,Reforge[gate not met]
Karagoz Farsetto +2,23169,Nut,16,Reforge[gate not met]
Karagoz Farsetto +2,23169,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Farsetto +2,23169,Rirint,4,Reforge[gate not met]
Karagoz Farsetto +2,23169,Ririntwo,9,Reforge[gate not met]
Karagoz Farsetto +2,23169,Spaz,17,Reforge[gate not met]
Karagoz Farsetto +2,23169,Testa,7,Reforge[gate not met]
Karagoz Farsetto +3,23504,Bent,29,Reforge[gate not met]
Karagoz Farsetto +3,23504,Corvinos,14,Reforge[gate not met]
Karagoz Farsetto +3,23504,Eir,6,Reforge[gate not met]
Karagoz Farsetto +3,23504,Enko,15,Reforge[gate not met]
Karagoz Farsetto +3,23504,Garvtest,21,Reforge[gate not met]
Karagoz Farsetto +3,23504,Herdofturtles,22,Reforge[gate not met]
Karagoz Farsetto +3,23504,Lantyisstuck,26,Reforge[gate not met]
Karagoz Farsetto +3,23504,Midnightarsal,32,Reforge[gate not met]
Karagoz Farsetto +3,23504,Molly,5,Reforge[gate not met]
Karagoz Farsetto +3,23504,Nut,16,Reforge[gate not met]
Karagoz Farsetto +3,23504,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Farsetto +3,23504,Rirint,4,Reforge[gate not met]
Karagoz Farsetto +3,23504,Ririntwo,9,Reforge[gate not met]
Karagoz Farsetto +3,23504,Spaz,17,Reforge[gate not met]
Karagoz Farsetto +3,23504,Testa,7,Reforge[gate not met]
Karagoz Guanti,27086,Bent,29,Reforge[gate not met]
Karagoz Guanti,27086,Corvinos,14,Reforge[gate not met]
Karagoz Guanti,27086,Eir,6,Reforge[gate not met]
Karagoz Guanti,27086,Enko,15,Reforge[gate not met]
Karagoz Guanti,27086,Garvtest,21,Reforge[gate not met]
Karagoz Guanti,27086,Herdofturtles,22,Reforge[gate not met]
Karagoz Guanti,27086,Lantyisstuck,26,Reforge[gate not met]
Karagoz Guanti,27086,Midnightarsal,32,Reforge[gate not met]
Karagoz Guanti,27086,Molly,5,Reforge[gate not met]
Karagoz Guanti,27086,Nut,16,Reforge[gate not met]
Karagoz Guanti,27086,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Guanti,27086,Rirint,4,Reforge[gate not met]
Karagoz Guanti,27086,Ririntwo,9,Reforge[gate not met]
Karagoz Guanti,27086,Spaz,17,Reforge[gate not met]
Karagoz Guanti,27086,Testa,7,Reforge[gate not met]
Karagoz Guanti +1,27087,Bent,29,Reforge[gate not met]
Karagoz Guanti +1,27087,Corvinos,14,Reforge[gate not met]
Karagoz Guanti +1,27087,Eir,6,Reforge[gate not met]
Karagoz Guanti +1,27087,Enko,15,Reforge[gate not met]
Karagoz Guanti +1,27087,Garvtest,21,Reforge[gate not met]
Karagoz Guanti +1,27087,Herdofturtles,22,Reforge[gate not met]
Karagoz Guanti +1,27087,Lantyisstuck,26,Reforge[gate not met]
Karagoz Guanti +1,27087,Midnightarsal,32,Reforge[gate not met]
Karagoz Guanti +1,27087,Molly,5,Reforge[gate not met]
Karagoz Guanti +1,27087,Nut,16,Reforge[gate not met]
Karagoz Guanti +1,27087,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Guanti +1,27087,Rirint,4,Reforge[gate not met]
Karagoz Guanti +1,27087,Ririntwo,9,Reforge[gate not met]
Karagoz Guanti +1,27087,Spaz,17,Reforge[gate not met]
Karagoz Guanti +1,27087,Testa,7,Reforge[gate not met]
Karagoz Guanti +2,23236,Bent,29,Reforge[gate not met]
Karagoz Guanti +2,23236,Corvinos,14,Reforge[gate not met]
Karagoz Guanti +2,23236,Eir,6,Reforge[gate not met]
Karagoz Guanti +2,23236,Enko,15,Reforge[gate not met]
Karagoz Guanti +2,23236,Garvtest,21,Reforge[gate not met]
Karagoz Guanti +2,23236,Herdofturtles,22,Reforge[gate not met]
Karagoz Guanti +2,23236,Lantyisstuck,26,Reforge[gate not met]
Karagoz Guanti +2,23236,Midnightarsal,32,Reforge[gate not met]
Karagoz Guanti +2,23236,Molly,5,Reforge[gate not met]
Karagoz Guanti +2,23236,Nut,16,Reforge[gate not met]
Karagoz Guanti +2,23236,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Guanti +2,23236,Rirint,4,Reforge[gate not met]
Karagoz Guanti +2,23236,Ririntwo,9,Reforge[gate not met]
Karagoz Guanti +2,23236,Spaz,17,Reforge[gate not met]
Karagoz Guanti +2,23236,Testa,7,Reforge[gate not met]
Karagoz Guanti +3,23571,Bent,29,Reforge[gate not met]
Karagoz Guanti +3,23571,Corvinos,14,Reforge[gate not met]
Karagoz Guanti +3,23571,Eir,6,Reforge[gate not met]
Karagoz Guanti +3,23571,Enko,15,Reforge[gate not met]
Karagoz Guanti +3,23571,Garvtest,21,Reforge[gate not met]
Karagoz Guanti +3,23571,Herdofturtles,22,Reforge[gate not met]
Karagoz Guanti +3,23571,Lantyisstuck,26,Reforge[gate not met]
Karagoz Guanti +3,23571,Midnightarsal,32,Reforge[gate not met]
Karagoz Guanti +3,23571,Molly,5,Reforge[gate not met]
Karagoz Guanti +3,23571,Nut,16,Reforge[gate not met]
Karagoz Guanti +3,23571,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Guanti +3,23571,Rirint,4,Reforge[gate not met]
Karagoz Guanti +3,23571,Ririntwo,9,Reforge[gate not met]
Karagoz Guanti +3,23571,Spaz,17,Reforge[gate not met]
Karagoz Guanti +3,23571,Testa,7,Reforge[gate not met]
Karagoz Pantaloni,27271,Bent,29,Reforge[gate not met]
Karagoz Pantaloni,27271,Corvinos,14,Reforge[gate not met]
Karagoz Pantaloni,27271,Eir,6,Reforge[gate not met]
Karagoz Pantaloni,27271,Enko,15,Reforge[gate not met]
Karagoz Pantaloni,27271,Garvtest,21,Reforge[gate not met]
Karagoz Pantaloni,27271,Herdofturtles,22,Reforge[gate not met]
Karagoz Pantaloni,27271,Lantyisstuck,26,Reforge[gate not met]
Karagoz Pantaloni,27271,Midnightarsal,32,Reforge[gate not met]
Karagoz Pantaloni,27271,Molly,5,Reforge[gate not met]
Karagoz Pantaloni,27271,Nut,16,Reforge[gate not met]
Karagoz Pantaloni,27271,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Pantaloni,27271,Rirint,4,Reforge[gate not met]
Karagoz Pantaloni,27271,Ririntwo,9,Reforge[gate not met]
Karagoz Pantaloni,27271,Spaz,17,Reforge[gate not met]
Karagoz Pantaloni,27271,Testa,7,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Bent,29,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Corvinos,14,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Eir,6,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Enko,15,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Garvtest,21,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Herdofturtles,22,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Lantyisstuck,26,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Midnightarsal,32,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Molly,5,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Nut,16,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Rirint,4,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Ririntwo,9,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Spaz,17,Reforge[gate not met]
Karagoz Pantaloni +3,23638,Testa,7,Reforge[gate not met]
Karagoz Scarpe,27445,Bent,29,Reforge[gate not met]
Karagoz Scarpe,27445,Corvinos,14,Reforge[gate not met]
Karagoz Scarpe,27445,Eir,6,Reforge[gate not met]
Karagoz Scarpe,27445,Enko,15,Reforge[gate not met]
Karagoz Scarpe,27445,Garvtest,21,Reforge[gate not met]
Karagoz Scarpe,27445,Herdofturtles,22,Reforge[gate not met]
Karagoz Scarpe,27445,Lantyisstuck,26,Reforge[gate not met]
Karagoz Scarpe,27445,Midnightarsal,32,Reforge[gate not met]
Karagoz Scarpe,27445,Molly,5,Reforge[gate not met]
Karagoz Scarpe,27445,Nut,16,Reforge[gate not met]
Karagoz Scarpe,27445,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Scarpe,27445,Rirint,4,Reforge[gate not met]
Karagoz Scarpe,27445,Ririntwo,9,Reforge[gate not met]
Karagoz Scarpe,27445,Spaz,17,Reforge[gate not met]
Karagoz Scarpe,27445,Testa,7,Reforge[gate not met]
Karagoz Scarpe +1,27446,Bent,29,Reforge[gate not met]
Karagoz Scarpe +1,27446,Corvinos,14,Reforge[gate not met]
Karagoz Scarpe +1,27446,Eir,6,Reforge[gate not met]
Karagoz Scarpe +1,27446,Enko,15,Reforge[gate not met]
Karagoz Scarpe +1,27446,Garvtest,21,Reforge[gate not met]
Karagoz Scarpe +1,27446,Herdofturtles,22,Reforge[gate not met]
Karagoz Scarpe +1,27446,Lantyisstuck,26,Reforge[gate not met]
Karagoz Scarpe +1,27446,Midnightarsal,32,Reforge[gate not met]
Karagoz Scarpe +1,27446,Molly,5,Reforge[gate not met]
Karagoz Scarpe +1,27446,Nut,16,Reforge[gate not met]
Karagoz Scarpe +1,27446,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Scarpe +1,27446,Rirint,4,Reforge[gate not met]
Karagoz Scarpe +1,27446,Ririntwo,9,Reforge[gate not met]
Karagoz Scarpe +1,27446,Spaz,17,Reforge[gate not met]
Karagoz Scarpe +1,27446,Testa,7,Reforge[gate not met]
Karagoz Scarpe +2,23370,Bent,29,Reforge[gate not met]
Karagoz Scarpe +2,23370,Corvinos,14,Reforge[gate not met]
Karagoz Scarpe +2,23370,Eir,6,Reforge[gate not met]
Karagoz Scarpe +2,23370,Enko,15,Reforge[gate not met]
Karagoz Scarpe +2,23370,Garvtest,21,Reforge[gate not met]
Karagoz Scarpe +2,23370,Herdofturtles,22,Reforge[gate not met]
Karagoz Scarpe +2,23370,Lantyisstuck,26,Reforge[gate not met]
Karagoz Scarpe +2,23370,Midnightarsal,32,Reforge[gate not met]
Karagoz Scarpe +2,23370,Molly,5,Reforge[gate not met]
Karagoz Scarpe +2,23370,Nut,16,Reforge[gate not met]
Karagoz Scarpe +2,23370,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Scarpe +2,23370,Rirint,4,Reforge[gate not met]
Karagoz Scarpe +2,23370,Ririntwo,9,Reforge[gate not met]
Karagoz Scarpe +2,23370,Spaz,17,Reforge[gate not met]
Karagoz Scarpe +2,23370,Testa,7,Reforge[gate not met]
Karagoz Scarpe +3,23705,Bent,29,Reforge[gate not met]
Karagoz Scarpe +3,23705,Corvinos,14,Reforge[gate not met]
Karagoz Scarpe +3,23705,Eir,6,Reforge[gate not met]
Karagoz Scarpe +3,23705,Enko,15,Reforge[gate not met]
Karagoz Scarpe +3,23705,Garvtest,21,Reforge[gate not met]
Karagoz Scarpe +3,23705,Herdofturtles,22,Reforge[gate not met]
Karagoz Scarpe +3,23705,Lantyisstuck,26,Reforge[gate not met]
Karagoz Scarpe +3,23705,Midnightarsal,32,Reforge[gate not met]
Karagoz Scarpe +3,23705,Molly,5,Reforge[gate not met]
Karagoz Scarpe +3,23705,Nut,16,Reforge[gate not met]
Karagoz Scarpe +3,23705,Oopsiepoopsie,27,Reforge[gate not met]
Karagoz Scarpe +3,23705,Rirint,4,Reforge[gate not met]
Karagoz Scarpe +3,23705,Ririntwo,9,Reforge[gate not met]
Karagoz Scarpe +3,23705,Spaz,17,Reforge[gate not met]
Karagoz Scarpe +3,23705,Testa,7,Reforge[gate not met]
Karambit,21519,Bent,29,Ambuscade[gate not met]
Karambit,21519,Corvinos,14,Ambuscade[gate not met]
Karambit,21519,Eir,6,Ambuscade[gate not met]
Karambit,21519,Enko,15,Ambuscade[gate not met]
Karambit,21519,Garvtest,21,Ambuscade[gate not met]
Karambit,21519,Herdofturtles,22,Ambuscade[gate not met]
Karambit,21519,Lantyisstuck,26,Ambuscade[gate not met]
Karambit,21519,Midnightarsal,32,Ambuscade[gate not met]
Karambit,21519,Molly,5,Ambuscade[gate not met]
Karambit,21519,Nut,16,Ambuscade[gate not met]
Karambit,21519,Oopsiepoopsie,27,Ambuscade[gate not met]
Karambit,21519,Rirint,4,Ambuscade[gate not met]
Karambit,21519,Ririntwo,9,Ambuscade[gate not met]
Karambit,21519,Souls,12,Ambuscade[gate not met]
Karambit,21519,Spaz,17,Ambuscade[gate not met]
Karambit,21519,Testa,7,Ambuscade[gate not met]
Kard,17982,Oopsiepoopsie,27,drop:Soulstealer Skullnix(Labyrinth of Onzozo)[gate not met]
Kari. Brayettes +1,28182,Bent,29,Gear Vendor[need HL_Tier>=2]
Kari. Brayettes +1,28182,Corvinos,14,Gear Vendor[need HL_Tier>=2]
Kari. Brayettes +1,28182,Eir,6,Gear Vendor[need HL_Tier>=2]
Kari. Brayettes +1,28182,Lantyisstuck,26,Gear Vendor[need HL_Tier>=2]
Kari. Brayettes +1,28182,Midnightarsal,32,Gear Vendor[need HL_Tier>=2]
Kari. Brayettes +1,28182,Molly,5,Gear Vendor[need HL_Tier>=2]
Kari. Brayettes +1,28182,Nut,16,Gear Vendor[need HL_Tier>=2]
Kari. Brayettes +1,28182,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=2]
Kari. Brayettes +1,28182,Rirint,4,Gear Vendor[need HL_Tier>=2]
Kari. Brayettes +1,28182,Ririntwo,9,Gear Vendor[need HL_Tier>=2]
Kari. Brayettes +1,28182,Spaz,17,Gear Vendor[need HL_Tier>=2]
Kari. Brayettes +1,28182,Testa,7,Gear Vendor[need HL_Tier>=2]
Karieyh Brayettes,28205,Bent,29,Gear Vendor[need HL_Tier>=1]
Karieyh Brayettes,28205,Corvinos,14,Gear Vendor[need HL_Tier>=1]
Karieyh Brayettes,28205,Eir,6,Gear Vendor[need HL_Tier>=1]
Karieyh Brayettes,28205,Lantyisstuck,26,Gear Vendor[need HL_Tier>=1]
Karieyh Brayettes,28205,Midnightarsal,32,Gear Vendor[need HL_Tier>=1]
Karieyh Brayettes,28205,Molly,5,Gear Vendor[need HL_Tier>=1]
Karieyh Brayettes,28205,Nut,16,Gear Vendor[need HL_Tier>=1]
Karieyh Brayettes,28205,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=1]
Karieyh Brayettes,28205,Rirint,4,Gear Vendor[need HL_Tier>=1]
Karieyh Brayettes,28205,Ririntwo,9,Gear Vendor[need HL_Tier>=1]
Karieyh Brayettes,28205,Spaz,17,Gear Vendor[need HL_Tier>=1]
Karieyh Brayettes,28205,Testa,7,Gear Vendor[need HL_Tier>=1]
Karieyh Haubert,27925,Bent,29,Gear Vendor[need HL_Tier>=1]
Karieyh Haubert,27925,Corvinos,14,Gear Vendor[need HL_Tier>=1]
Karieyh Haubert,27925,Eir,6,Gear Vendor[need HL_Tier>=1]
Karieyh Haubert,27925,Lantyisstuck,26,Gear Vendor[need HL_Tier>=1]
Karieyh Haubert,27925,Midnightarsal,32,Gear Vendor[need HL_Tier>=1]
Karieyh Haubert,27925,Molly,5,Gear Vendor[need HL_Tier>=1]
Karieyh Haubert,27925,Nut,16,Gear Vendor[need HL_Tier>=1]
Karieyh Haubert,27925,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=1]
Karieyh Haubert,27925,Rirint,4,Gear Vendor[need HL_Tier>=1]
Karieyh Haubert,27925,Ririntwo,9,Gear Vendor[need HL_Tier>=1]
Karieyh Haubert,27925,Spaz,17,Gear Vendor[need HL_Tier>=1]
Karieyh Haubert,27925,Testa,7,Gear Vendor[need HL_Tier>=1]
Karieyh Haubert +1,27895,Bent,29,Gear Vendor[need HL_Tier>=2]
Karieyh Haubert +1,27895,Corvinos,14,Gear Vendor[need HL_Tier>=2]
Karieyh Haubert +1,27895,Eir,6,Gear Vendor[need HL_Tier>=2]
Karieyh Haubert +1,27895,Lantyisstuck,26,Gear Vendor[need HL_Tier>=2]
Karieyh Haubert +1,27895,Midnightarsal,32,Gear Vendor[need HL_Tier>=2]
Karieyh Haubert +1,27895,Molly,5,Gear Vendor[need HL_Tier>=2]
Karieyh Haubert +1,27895,Nut,16,Gear Vendor[need HL_Tier>=2]
Karieyh Haubert +1,27895,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=2]
Karieyh Haubert +1,27895,Rirint,4,Gear Vendor[need HL_Tier>=2]
Karieyh Haubert +1,27895,Ririntwo,9,Gear Vendor[need HL_Tier>=2]
Karieyh Haubert +1,27895,Spaz,17,Gear Vendor[need HL_Tier>=2]
Karieyh Haubert +1,27895,Testa,7,Gear Vendor[need HL_Tier>=2]
Karieyh Morion,27785,Bent,29,Gear Vendor[need HL_Tier>=1]
Karieyh Morion,27785,Corvinos,14,Gear Vendor[need HL_Tier>=1]
Karieyh Morion,27785,Eir,6,Gear Vendor[need HL_Tier>=1]
Karieyh Morion,27785,Lantyisstuck,26,Gear Vendor[need HL_Tier>=1]
Karieyh Morion,27785,Midnightarsal,32,Gear Vendor[need HL_Tier>=1]
Karieyh Morion,27785,Molly,5,Gear Vendor[need HL_Tier>=1]
Karieyh Morion,27785,Nut,16,Gear Vendor[need HL_Tier>=1]
Karieyh Morion,27785,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=1]
Karieyh Morion,27785,Rirint,4,Gear Vendor[need HL_Tier>=1]
Karieyh Morion,27785,Ririntwo,9,Gear Vendor[need HL_Tier>=1]
Karieyh Morion,27785,Spaz,17,Gear Vendor[need HL_Tier>=1]
Karieyh Morion,27785,Testa,7,Gear Vendor[need HL_Tier>=1]
Karieyh Morion +1,27752,Bent,29,Gear Vendor[need HL_Tier>=2]
Karieyh Morion +1,27752,Corvinos,14,Gear Vendor[need HL_Tier>=2]
Karieyh Morion +1,27752,Eir,6,Gear Vendor[need HL_Tier>=2]
Karieyh Morion +1,27752,Lantyisstuck,26,Gear Vendor[need HL_Tier>=2]
Karieyh Morion +1,27752,Midnightarsal,32,Gear Vendor[need HL_Tier>=2]
Karieyh Morion +1,27752,Molly,5,Gear Vendor[need HL_Tier>=2]
Karieyh Morion +1,27752,Nut,16,Gear Vendor[need HL_Tier>=2]
Karieyh Morion +1,27752,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=2]
Karieyh Morion +1,27752,Rirint,4,Gear Vendor[need HL_Tier>=2]
Karieyh Morion +1,27752,Ririntwo,9,Gear Vendor[need HL_Tier>=2]
Karieyh Morion +1,27752,Spaz,17,Gear Vendor[need HL_Tier>=2]
Karieyh Morion +1,27752,Testa,7,Gear Vendor[need HL_Tier>=2]
Karieyh Moufles,28065,Bent,29,Gear Vendor[need HL_Tier>=1]
Karieyh Moufles,28065,Corvinos,14,Gear Vendor[need HL_Tier>=1]
Karieyh Moufles,28065,Eir,6,Gear Vendor[need HL_Tier>=1]
Karieyh Moufles,28065,Lantyisstuck,26,Gear Vendor[need HL_Tier>=1]
Karieyh Moufles,28065,Midnightarsal,32,Gear Vendor[need HL_Tier>=1]
Karieyh Moufles,28065,Molly,5,Gear Vendor[need HL_Tier>=1]
Karieyh Moufles,28065,Nut,16,Gear Vendor[need HL_Tier>=1]
Karieyh Moufles,28065,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=1]
Karieyh Moufles,28065,Rirint,4,Gear Vendor[need HL_Tier>=1]
Karieyh Moufles,28065,Ririntwo,9,Gear Vendor[need HL_Tier>=1]
Karieyh Moufles,28065,Spaz,17,Gear Vendor[need HL_Tier>=1]
Karieyh Moufles,28065,Testa,7,Gear Vendor[need HL_Tier>=1]
Karieyh Moufles +1,28042,Bent,29,Gear Vendor[need HL_Tier>=2]
Karieyh Moufles +1,28042,Corvinos,14,Gear Vendor[need HL_Tier>=2]
Karieyh Moufles +1,28042,Eir,6,Gear Vendor[need HL_Tier>=2]
Karieyh Moufles +1,28042,Lantyisstuck,26,Gear Vendor[need HL_Tier>=2]
Karieyh Moufles +1,28042,Midnightarsal,32,Gear Vendor[need HL_Tier>=2]
Karieyh Moufles +1,28042,Molly,5,Gear Vendor[need HL_Tier>=2]
Karieyh Moufles +1,28042,Nut,16,Gear Vendor[need HL_Tier>=2]
